,Unnamed: 0,Unnamed: 0.1,nivel,clave_de_la_escuela,turno,alumnos_programados_prueba,porcentaje_de_evaluados_lenguaje_y_comunicacian,porcentaje_de_evaluados_matematicas,la_prueba_es_representativa_leguaje_y_comunicacian,la_prueba_es_representativa__matematicas,informacion_poco_confiable_lenguaje_y_comunicacian,informacion_poco_confiable_matematicas,nivel_i_lenguaje_y_comunicacian_(%),nivel_ii_lenguaje_y_comunicacian_(%),nivel_iii_lenguaje_y_comunicacian_(%),nivel_iv_lenguaje_y_comunicacian_(%),nivel_predominante_lenguaje_y_comunicacian,nivel_i_matematicas_(%),nivel_ii_matematicas_(%),nivel_iii_matematicas_(%),nivel_iv_matematicas_(%),nivel_predominante_matematicas
3197,3197,3197,PRIMARIA,14DPR3185Q,MATUTINO,2,100.0,100.0,SI,SI,NO,NO,,100.0,,,II,,,50.0,50.0,III
3198,3198,3198,PRIMARIA,14DPR3190B,VESPERTINO,5,80.0,80.0,SI,SI,NO,NO,25.0,50.0,25.0,,II,50.0,,25.0,25.0,I
3199,3199,3199,PRIMARIA,14DPR3198U,MATUTINO,3,100.0,100.0,SI,SI,NO,NO,33.3,66.7,,,II,33.3,33.3,33.3,,I
3200,3200,3200,PRIMARIA,14DPR3199T,MATUTINO,1,100.0,100.0,SI,SI,NO,NO,,100.0,,,II,,,,100.0,IV
3201,3201,3201,PRIMARIA,14DPR3204O,MATUTINO,4,75.0,75.0,SI,SI,NO,NO,,100.0,,,II,33.3,33.3,33.3,,I
3202,3202,3202,PRIMARIA,14DPR3210Z,VESPERTINO,20,90.0,90.0,SI,SI,NO,NO,5.6,55.6,38.9,,II,,,22.2,77.8,IV
3203,3203,3203,PRIMARIA,14DPR3219Q,MATUTINO,3,100.0,100.0,SI,SI,NO,NO,,33.3,,66.7,IV,,,66.7,33.3,III
3204,3204,3204,PRIMARIA,14DPR3224B,COMPLETO,27,88.9,92.6,SI,SI,NO,NO,25.0,45.8,12.5,16.7,II,32.0,24.0,28.0,16.0,I
3205,3205,3205,PRIMARIA,14DPR3229X,MATUTINO,3,100.0,100.0,SI,SI,NO,NO,33.3,66.7,,,II,33.3,33.3,33.3,,I
3206,3206,3206,PRIMARIA,14DPR3246N,MATUTINO,35,100.0,100.0,SI,SI,NO,NO,40.0,45.7,14.3,,II,62.9,20.0,14.3,2.9,I
3207,3207,3207,PRIMARIA,14DPR3248L,VESPERTINO,5,100.0,100.0,SI,SI,NO,NO,20.0,40.0,40.0,,II,60.0,20.0,20.0,,I
3208,3208,3208,PRIMARIA,14DPR3253X,MATUTINO,1,100.0,100.0,SI,SI,NO,NO,,100.0,,,II,,,,100.0,IV
3209,3209,3209,PRIMARIA,14DPR3274J,VESPERTINO,12,83.3,83.3,SI,SI,NO,SI,20.0,50.0,30.0,,II,50.0,30.0,20.0,,I
3210,3210,3210,PRIMARIA,14DPR3276H,VESPERTINO,35,100.0,100.0,SI,SI,NO,SI,28.6,25.7,45.7,,III,17.1,48.6,34.3,,II
3211,3211,3211,PRIMARIA,14DPR3277G,MATUTINO,21,95.2,90.5,SI,SI,NO,NO,25.0,40.0,20.0,15.0,II,31.6,5.3,42.1,21.1,III
3212,3212,3212,PRIMARIA,14DPR3288M,NOCTURNO,4,50.0,50.0,NO,NO,NO,NO,,50.0,,50.0,II,,,50.0,50.0,III
3213,3213,3213,PRIMARIA,14DPR3295W,VESPERTINO,35,100.0,100.0,SI,SI,NO,NO,17.1,48.6,17.1,17.1,II,37.1,20.0,8.6,34.3,I
3214,3214,3214,PRIMARIA,14DPR3297U,VESPERTINO,70,94.3,91.4,SI,SI,NO,SI,37.9,54.5,7.6,,II,57.8,34.4,7.8,,I
3215,3215,3215,PRIMARIA,14DPR3308J,MATUTINO,6,100.0,100.0,SI,SI,NO,NO,33.3,66.7,,,II,83.3,16.7,,,I
3216,3216,3216,PRIMARIA,14DPR3315T,MATUTINO,2,50.0,50.0,NO,NO,NO,NO,,100.0,,,II,,,100.0,,III
3217,3217,3217,PRIMARIA,14DPR3316S,VESPERTINO,10,80.0,90.0,SI,SI,NO,NO,37.5,62.5,,,II,33.3,11.1,44.4,11.1,III
3218,3218,3218,PRIMARIA,14DPR3331K,MATUTINO,23,73.9,73.9,SI,SI,NO,NO,,35.3,47.1,17.6,III,5.9,,52.9,41.2,III
3219,3219,3219,PRIMARIA,14DPR3333I,VESPERTINO,9,100.0,100.0,SI,SI,NO,NO,33.3,55.6,11.1,,II,11.1,22.2,33.3,33.3,III
3220,3220,3220,PRIMARIA,14DPR3347L,MATUTINO,1,100.0,100.0,SI,SI,NO,NO,,100.0,,,II,,,100.0,,III
3221,3221,3221,PRIMARIA,14DPR3354V,VESPERTINO,5,80.0,80.0,SI,SI,NO,NO,25.0,50.0,25.0,,II,75.0,,25.0,,I
3222,3222,3222,PRIMARIA,14DPR3355U,VESPERTINO,7,100.0,100.0,SI,SI,NO,NO,14.3,28.6,57.1,,III,,42.9,28.6,28.6,II
3223,3223,3223,PRIMARIA,14DPR3358R,MATUTINO,4,100.0,100.0,SI,SI,NO,NO,,25.0,75.0,,III,,,25.0,75.0,IV
3224,3224,3224,PRIMARIA,14DPR3362D,MATUTINO,3,100.0,66.7,SI,SI,NO,NO,33.3,66.7,,,II,50.0,,50.0,,I
3225,3225,3225,PRIMARIA,14DPR3370M,VESPERTINO,7,57.1,57.1,SI,SI,NO,NO,25.0,75.0,,,II,,25.0,75.0,,III
3226,3226,3226,PRIMARIA,14DPR3373J,COMPLETO,4,100.0,100.0,SI,SI,NO,NO,25.0,75.0,,,II,25.0,75.0,,,II
3227,3227,3227,PRIMARIA,14DPR3381S,VESPERTINO,11,72.7,81.8,SI,SI,NO,NO,,50.0,50.0,,II,,,44.4,55.6,IV
3228,3228,3228,PRIMARIA,14DPR3403N,MATUTINO,35,100.0,100.0,SI,SI,NO,NO,25.7,40.0,28.6,5.7,II,31.4,28.6,22.9,17.1,I
3229,3229,3229,PRIMARIA,14DPR3409H,VESPERTINO,35,100.0,100.0,SI,SI,NO,NO,45.7,48.6,5.7,,II,51.4,31.4,5.7,11.4,I
3230,3230,3230,PRIMARIA,14DPR3411W,VESPERTINO,23,87.0,100.0,SI,SI,NO,NO,20.0,40.0,35.0,5.0,II,39.1,17.4,26.1,17.4,I
3231,3231,3231,PRIMARIA,14DPR3426Y,VESPERTINO,3,100.0,100.0,SI,SI,NO,NO,33.3,66.7,,,II,33.3,66.7,,,II
3232,3232,3232,PRIMARIA,14DPR3429V,MATUTINO,35,100.0,100.0,SI,SI,NO,NO,22.9,42.9,28.6,5.7,II,17.1,25.7,28.6,28.6,III
3233,3233,3233,PRIMARIA,14DPR3433H,MATUTINO,35,100.0,97.1,SI,SI,NO,NO,22.9,42.9,25.7,8.6,II,35.3,23.5,26.5,14.7,I
3234,3234,3234,PRIMARIA,14DPR3440R,MATUTINO,35,100.0,100.0,SI,SI,NO,NO,34.3,45.7,14.3,5.7,II,68.6,20.0,8.6,2.9,I
3235,3235,3235,PRIMARIA,14DPR3443O,VESPERTINO,18,88.9,88.9,SI,SI,NO,NO,31.3,56.3,12.5,,II,56.3,25.0,18.8,,I
3236,3236,3236,PRIMARIA,14DPR3458Q,MATUTINO,24,95.8,87.5,SI,SI,NO,NO,43.5,47.8,8.7,,II,57.1,23.8,,19.0,I
3237,3237,3237,PRIMARIA,14DPR3461D,MATUTINO,70,92.9,91.4,SI,SI,NO,NO,40.0,43.1,10.8,6.2,II,57.8,6.3,20.3,15.6,I
3238,3238,3238,PRIMARIA,14DPR3466Z,MATUTINO,33,97.0,97.0,SI,SI,NO,NO,15.6,46.9,28.1,9.4,II,3.1,28.1,46.9,21.9,III
3239,3239,3239,PRIMARIA,14DPR3475G,VESPERTINO,35,100.0,100.0,SI,SI,NO,NO,34.3,42.9,20.0,2.9,II,60.0,22.9,8.6,8.6,I
3240,3240,3240,PRIMARIA,14DPR3484O,VESPERTINO,20,90.0,90.0,SI,SI,NO,NO,38.9,50.0,5.6,5.6,II,61.1,16.7,16.7,5.6,I
3241,3241,3241,PRIMARIA,14DPR3485N,VESPERTINO,31,100.0,96.8,SI,SI,NO,NO,32.3,38.7,9.7,19.4,II,40.0,16.7,23.3,20.0,I
3242,3242,3242,PRIMARIA,14DPR3493W,MATUTINO,1,100.0,100.0,SI,SI,NO,NO,,100.0,,,II,,100.0,,,II
3243,3243,3243,PRIMARIA,14DPR3523Z,VESPERTINO,25,72.0,80.0,SI,SI,NO,NO,16.7,55.6,16.7,11.1,II,50.0,20.0,15.0,15.0,I
3244,3244,3244,PRIMARIA,14DPR3537C,MATUTINO,1,100.0,100.0,SI,SI,NO,NO,,,100.0,,III,,,100.0,,III
3245,3245,3245,PRIMARIA,14DPR3543N,VESPERTINO,18,83.3,83.3,SI,SI,NO,NO,26.7,53.3,13.3,6.7,II,20.0,40.0,20.0,20.0,II
3246,3246,3246,PRIMARIA,14DPR3558P,MATUTINO,35,100.0,100.0,SI,SI,NO,NO,31.4,37.1,25.7,5.7,II,40.0,17.1,25.7,17.1,I
3247,3247,3247,PRIMARIA,14DPR3578C,VESPERTINO,35,80.0,80.0,SI,SI,NO,NO,42.9,53.6,3.6,,II,82.1,17.9,,,I
3248,3248,3248,PRIMARIA,14DPR3584N,VESPERTINO,35,85.7,77.1,SI,SI,NO,NO,33.3,50.0,13.3,3.3,II,48.1,33.3,3.7,14.8,I
3249,3249,3249,PRIMARIA,14DPR3588J,MATUTINO,2,100.0,100.0,SI,SI,NO,NO,,100.0,,,II,,,100.0,,III
3250,3250,3250,PRIMARIA,14DPR3594U,MATUTINO,17,94.1,100.0,SI,SI,NO,NO,,25.0,75.0,,III,29.4,41.2,29.4,,II
3251,3251,3251,PRIMARIA,14DPR3597R,MATUTINO,35,100.0,100.0,SI,SI,NO,NO,22.9,42.9,31.4,2.9,II,34.3,40.0,11.4,14.3,II
3252,3252,3252,PRIMARIA,14DPR3602M,VESPERTINO,11,100.0,100.0,SI,SI,NO,NO,27.3,54.5,18.2,,II,45.5,9.1,27.3,18.2,I
3253,3253,3253,PRIMARIA,14DPR3610V,MATUTINO,4,100.0,100.0,SI,SI,NO,NO,25.0,25.0,50.0,,III,50.0,,25.0,25.0,I
3254,3254,3254,PRIMARIA,14DPR3616P,MATUTINO,70,100.0,100.0,SI,SI,NO,NO,37.1,45.7,14.3,2.9,II,47.1,35.7,10.0,7.1,I
3255,3255,3255,PRIMARIA,14DPR3618N,MATUTINO,35,100.0,100.0,SI,SI,NO,NO,14.3,42.9,31.4,11.4,II,22.9,40.0,17.1,20.0,II
3256,3256,3256,PRIMARIA,14DPR3625X,MATUTINO,70,100.0,100.0,SI,SI,NO,NO,10.0,37.1,41.4,11.4,III,37.1,20.0,25.7,17.1,I
3257,3257,3257,PRIMARIA,14DPR3632G,VESPERTINO,11,81.8,81.8,SI,SI,NO,NO,33.3,44.4,22.2,,II,55.6,,33.3,11.1,I
3258,3258,3258,PRIMARIA,14DPR3634E,MATUTINO,27,81.5,81.5,SI,SI,NO,NO,31.8,50.0,18.2,,II,72.7,9.1,13.6,4.5,I
3259,3259,3259,PRIMARIA,14DPR3638A,VESPERTINO,30,96.7,96.7,SI,SI,NO,NO,20.7,34.5,34.5,10.3,II,34.5,24.1,31.0,10.3,I
3260,3260,3260,PRIMARIA,14DPR3643M,VESPERTINO,33,97.0,97.0,SI,SI,NO,NO,25.0,37.5,28.1,9.4,II,34.4,25.0,21.9,18.8,I
3261,3261,3261,PRIMARIA,14DPR3654S,MATUTINO,35,100.0,100.0,SI,SI,NO,NO,28.6,31.4,37.1,2.9,III,34.3,31.4,28.6,5.7,I
3262,3262,3262,PRIMARIA,14DPR3657P,VESPERTINO,11,81.8,81.8,SI,SI,NO,NO,,44.4,55.6,,III,,,,100.0,IV
3263,3263,3263,PRIMARIA,14DPR3658O,MATUTINO,1,100.0,100.0,SI,SI,NO,NO,,100.0,,,II,,100.0,,,II
3264,3264,3264,PRIMARIA,14DPR3671I,MATUTINO,35,100.0,88.6,SI,SI,NO,NO,22.9,48.6,17.1,11.4,II,32.3,29.0,19.4,19.4,I
3265,3265,3265,PRIMARIA,14DPR3681P,VESPERTINO,1,100.0,100.0,SI,SI,NO,NO,,100.0,,,II,,,100.0,,III
3266,3266,3266,PRIMARIA,14DPR3686K,MATUTINO,35,100.0,100.0,SI,SI,NO,NO,34.3,42.9,14.3,8.6,II,74.3,11.4,11.4,2.9,I
3267,3267,3267,PRIMARIA,14DPR3692V,MATUTINO,35,97.1,100.0,SI,SI,NO,NO,23.5,50.0,26.5,,II,57.1,31.4,5.7,5.7,I
3268,3268,3268,PRIMARIA,14DPR3700N,VESPERTINO,4,75.0,75.0,SI,SI,NO,NO,33.3,66.7,,,II,66.7,33.3,,,I
3269,3269,3269,PRIMARIA,14DPR3704J,MATUTINO,35,100.0,100.0,SI,SI,NO,NO,20.0,45.7,17.1,17.1,II,45.7,20.0,22.9,11.4,I
3270,3270,3270,PRIMARIA,14DPR3710U,VESPERTINO,70,84.3,82.9,SI,SI,NO,NO,42.4,47.5,6.8,3.4,II,58.6,25.9,10.3,5.2,I
3271,3271,3271,PRIMARIA,14DPR3712S,VESPERTINO,35,100.0,100.0,SI,SI,NO,NO,11.4,37.1,45.7,5.7,III,25.7,20.0,25.7,28.6,IV
3272,3272,3272,PRIMARIA,14DPR3727U,MATUTINO,70,100.0,100.0,SI,SI,NO,NO,24.3,41.4,21.4,12.9,II,37.1,22.9,17.1,22.9,I
3273,3273,3273,PRIMARIA,14DPR3732F,MATUTINO,2,100.0,100.0,SI,SI,NO,NO,,100.0,,,II,,,50.0,50.0,III
3274,3274,3274,PRIMARIA,14DPR3735C,MATUTINO,70,91.4,94.3,SI,SI,NO,NO,34.4,43.8,18.8,3.1,II,47.0,27.3,22.7,3.0,I
3275,3275,3275,PRIMARIA,14DPR3737A,VESPERTINO,7,100.0,100.0,SI,SI,NO,NO,42.9,57.1,,,II,71.4,28.6,,,I
3276,3276,3276,PRIMARIA,14DPR3744K,MATUTINO,28,92.9,89.3,SI,SI,NO,NO,30.8,42.3,23.1,3.8,II,36.0,20.0,32.0,12.0,I
3277,3277,3277,PRIMARIA,14DPR3749F,MATUTINO,35,100.0,100.0,SI,SI,NO,NO,17.1,54.3,22.9,5.7,II,60.0,14.3,17.1,8.6,I
3278,3278,3278,PRIMARIA,14DPR3753S,VESPERTINO,35,100.0,100.0,SI,SI,NO,NO,20.0,40.0,37.1,2.9,II,42.9,20.0,17.1,20.0,I
3279,3279,3279,PRIMARIA,14DPR3756P,VESPERTINO,27,88.9,85.2,SI,SI,NO,NO,20.8,58.3,20.8,,II,60.9,8.7,21.7,8.7,I
3280,3280,3280,PRIMARIA,14DPR3766W,VESPERTINO,31,93.5,96.8,SI,SI,NO,NO,37.9,41.4,13.8,6.9,II,33.3,30.0,13.3,23.3,I
3281,3281,3281,PRIMARIA,14DPR3768U,VESPERTINO,35,100.0,100.0,SI,SI,NO,NO,34.3,37.1,20.0,8.6,II,37.1,22.9,25.7,14.3,I
3282,3282,3282,PRIMARIA,14DPR3769T,VESPERTINO,24,100.0,95.8,SI,SI,NO,NO,33.3,54.2,12.5,,II,56.5,21.7,13.0,8.7,I
3283,3283,3283,PRIMARIA,14DPR3773F,VESPERTINO,11,100.0,100.0,SI,SI,NO,NO,9.1,54.5,36.4,,II,,63.6,27.3,9.1,II
3284,3284,3284,PRIMARIA,14DPR3777B,MATUTINO,70,100.0,100.0,SI,SI,NO,NO,31.4,40.0,24.3,4.3,II,32.9,30.0,22.9,14.3,I
3285,3285,3285,PRIMARIA,14DPR3782N,VESPERTINO,35,94.3,100.0,SI,SI,NO,NO,24.2,45.5,15.2,15.2,II,54.3,20.0,20.0,5.7,I
3286,3286,3286,PRIMARIA,14DPR3785K,MATUTINO,7,71.4,85.7,SI,SI,NO,NO,,40.0,60.0,,III,,,16.7,83.3,IV
3287,3287,3287,PRIMARIA,14DPR3798O,VESPERTINO,30,100.0,100.0,SI,SI,SI,NO,36.7,43.3,10.0,10.0,II,36.7,43.3,13.3,6.7,II
3288,3288,3288,PRIMARIA,14DPR3801L,MATUTINO,70,100.0,95.7,SI,SI,NO,NO,20.0,37.1,38.6,4.3,III,40.3,23.9,23.9,11.9,I
3289,3289,3289,PRIMARIA,14DPR3803J,VESPERTINO,3,100.0,100.0,SI,SI,NO,NO,33.3,66.7,,,II,33.3,33.3,33.3,,I
3290,3290,3290,PRIMARIA,14DPR3812R,VESPERTINO,70,100.0,94.3,SI,SI,NO,NO,30.0,40.0,21.4,8.6,II,56.1,10.6,22.7,10.6,I
3291,3291,3291,PRIMARIA,14DPR3814P,MATUTINO,2,100.0,100.0,SI,SI,NO,NO,,100.0,,,II,50.0,,50.0,,I
3292,3292,3292,PRIMARIA,14DPR3815O,VESPERTINO,33,97.0,97.0,SI,SI,SI,NO,34.4,53.1,12.5,,II,53.1,28.1,12.5,6.3,I
3293,3293,3293,PRIMARIA,14DPR3820Z,VESPERTINO,14,100.0,100.0,SI,SI,NO,NO,28.6,57.1,14.3,,II,7.1,7.1,28.6,57.1,IV
3294,3294,3294,PRIMARIA,14DPR3825V,MATUTINO,35,97.1,94.3,SI,SI,NO,NO,23.5,41.2,29.4,5.9,II,48.5,30.3,12.1,9.1,I
3295,3295,3295,PRIMARIA,14DPR3827T,VESPERTINO,35,100.0,100.0,SI,SI,NO,SI,25.7,37.1,25.7,11.4,II,62.9,20.0,14.3,2.9,I
3296,3296,3296,PRIMARIA,14DPR3830G,MATUTINO,1,100.0,100.0,SI,SI,NO,NO,,100.0,,,II,100.0,,,,I
3297,3297,3297,PRIMARIA,14DPR3831F,MATUTINO,2,100.0,100.0,SI,SI,NO,NO,,100.0,,,II,50.0,50.0,,,I
3298,3298,3298,PRIMARIA,14DPR3832E,MATUTINO,1,100.0,100.0,SI,SI,NO,NO,,100.0,,,II,,,100.0,,III
3299,3299,3299,PRIMARIA,14DPR3833D,VESPERTINO,22,90.9,95.5,SI,SI,NO,SI,20.0,50.0,30.0,,II,23.8,42.9,23.8,9.5,II
3300,3300,3300,PRIMARIA,14DPR3837Z,MATUTINO,70,95.7,95.7,SI,SI,NO,NO,28.4,35.8,32.8,3.0,II,43.3,26.9,16.4,13.4,I
3301,3301,3301,PRIMARIA,14DPR3840N,VESPERTINO,5,100.0,100.0,SI,SI,NO,NO,20.0,40.0,40.0,,II,20.0,40.0,,40.0,II
3302,3302,3302,PRIMARIA,14DPR3851T,MATUTINO,7,85.7,85.7,SI,SI,NO,NO,33.3,66.7,,,II,66.7,33.3,,,I
3303,3303,3303,PRIMARIA,14DPR3854Q,MATUTINO,70,100.0,100.0,SI,SI,NO,NO,38.6,41.4,17.1,2.9,II,44.3,27.1,18.6,10.0,I
3304,3304,3304,PRIMARIA,14DPR3855P,MATUTINO,2,50.0,50.0,NO,NO,NO,NO,,100.0,,,II,,,,100.0,IV
3305,3305,3305,PRIMARIA,14DPR3864X,MATUTINO,2,100.0,100.0,SI,SI,NO,NO,,,50.0,50.0,III,,,100.0,,III
3306,3306,3306,PRIMARIA,14DPR3871G,VESPERTINO,70,100.0,100.0,SI,SI,NO,NO,41.4,47.1,11.4,,II,70.0,15.7,11.4,2.9,I
3307,3307,3307,PRIMARIA,14DPR3873E,COMPLETO,2,100.0,100.0,SI,SI,NO,NO,,50.0,50.0,,II,,50.0,50.0,,II
3308,3308,3308,PRIMARIA,14DPR3882M,VESPERTINO,34,85.3,94.1,SI,SI,NO,NO,37.9,41.4,10.3,10.3,II,59.4,6.3,21.9,12.5,I
3309,3309,3309,PRIMARIA,14DPR3886I,MATUTINO,2,100.0,100.0,SI,SI,NO,NO,,100.0,,,II,,100.0,,,II
3310,3310,3310,PRIMARIA,14DPR3888G,MATUTINO,5,100.0,100.0,SI,SI,NO,NO,20.0,80.0,,,II,20.0,60.0,20.0,,II
3311,3311,3311,PRIMARIA,14DPR3893S,MATUTINO,70,100.0,97.1,SI,SI,NO,NO,20.0,42.9,25.7,11.4,II,47.1,23.5,23.5,5.9,I
3312,3312,3312,PRIMARIA,14DPR3896P,MATUTINO,2,100.0,100.0,SI,SI,NO,NO,,,100.0,,III,100.0,,,,I
3313,3313,3313,PRIMARIA,14DPR3907E,MATUTINO,35,100.0,100.0,SI,SI,NO,NO,28.6,42.9,22.9,5.7,II,42.9,22.9,22.9,11.4,I
3314,3314,3314,PRIMARIA,14DPR3922X,VESPERTINO,27,77.8,66.7,SI,SI,NO,NO,33.3,42.9,14.3,9.5,II,44.4,27.8,11.1,16.7,I
3315,3315,3315,PRIMARIA,14DPR3933C,MATUTINO,70,100.0,100.0,SI,SI,NO,NO,35.7,42.9,15.7,5.7,II,60.0,25.7,10.0,4.3,I
3316,3316,3316,PRIMARIA,14DPR3939X,VESPERTINO,35,68.6,77.1,SI,SI,SI,SI,33.3,66.7,,,II,48.1,29.6,14.8,7.4,I
3317,3317,3317,PRIMARIA,14DPR3943J,MATUTINO,70,98.6,100.0,SI,SI,NO,NO,34.8,47.8,13.0,4.3,II,55.7,18.6,12.9,12.9,I
3318,3318,3318,PRIMARIA,14DPR3947F,MATUTINO,5,80.0,80.0,SI,SI,NO,NO,25.0,75.0,,,II,25.0,25.0,50.0,,III
3319,3319,3319,PRIMARIA,14DPR3948E,MATUTINO,2,50.0,50.0,NO,NO,NO,NO,,100.0,,,II,,100.0,,,II
3320,3320,3320,PRIMARIA,14DPR3949D,MATUTINO,70,100.0,100.0,SI,SI,NO,NO,27.1,40.0,24.3,8.6,II,54.3,17.1,15.7,12.9,I
3321,3321,3321,PRIMARIA,14DPR3957M,MATUTINO,25,96.0,96.0,SI,SI,NO,NO,37.5,50.0,12.5,,II,58.3,16.7,20.8,4.2,I
3322,3322,3322,PRIMARIA,14DPR3962Y,VESPERTINO,70,95.7,91.4,SI,SI,NO,NO,41.8,43.3,11.9,3.0,II,56.3,21.9,15.6,6.3,I
3323,3323,3323,PRIMARIA,14DPR3973D,VESPERTINO,17,100.0,94.1,SI,SI,NO,NO,41.2,47.1,11.8,,II,56.3,31.3,6.3,6.3,I
3324,3324,3324,PRIMARIA,14DPR3979Y,VESPERTINO,19,94.7,78.9,SI,SI,NO,NO,33.3,50.0,16.7,,II,53.3,6.7,26.7,13.3,I
3325,3325,3325,PRIMARIA,14DPR3992S,VESPERTINO,70,100.0,100.0,SI,SI,NO,NO,42.9,47.1,10.0,,II,48.6,32.9,18.6,,I
3326,3326,3326,PRIMARIA,14DPR4000A,VESPERTINO,13,100.0,100.0,SI,SI,NO,NO,38.5,46.2,15.4,,II,46.2,23.1,30.8,,I
3327,3327,3327,PRIMARIA,14DPR4002Z,VESPERTINO,35,100.0,100.0,SI,SI,NO,NO,31.4,40.0,17.1,11.4,II,57.1,11.4,14.3,17.1,I
3328,3328,3328,PRIMARIA,14DPR4003Y,MATUTINO,2,100.0,100.0,SI,SI,NO,NO,,100.0,,,II,50.0,,50.0,,I
3329,3329,3329,PRIMARIA,14DPR4012F,VESPERTINO,27,92.6,92.6,SI,SI,NO,NO,20.0,56.0,20.0,4.0,II,28.0,40.0,28.0,4.0,II
3330,3330,3330,PRIMARIA,14DPR4021N,VESPERTINO,35,100.0,100.0,SI,SI,NO,NO,20.0,45.7,34.3,,II,45.7,25.7,17.1,11.4,I
3331,3331,3331,PRIMARIA,14DPR4033S,MATUTINO,6,83.3,83.3,SI,SI,NO,NO,20.0,60.0,20.0,,II,40.0,20.0,40.0,,I
3332,3332,3332,PRIMARIA,14DPR4052G,MATUTINO,5,100.0,100.0,SI,SI,NO,NO,20.0,40.0,40.0,,II,40.0,20.0,20.0,20.0,I
3333,3333,3333,PRIMARIA,14DPR4054E,VESPERTINO,16,93.8,93.8,SI,SI,NO,NO,26.7,46.7,20.0,6.7,II,26.7,6.7,46.7,20.0,III
3334,3334,3334,PRIMARIA,14DPR4057B,MATUTINO,35,80.0,94.3,SI,SI,NO,NO,46.4,50.0,3.6,,II,75.8,18.2,3.0,3.0,I
3335,3335,3335,PRIMARIA,14DPR4060P,COMPLETO,2,100.0,100.0,SI,SI,NO,NO,,100.0,,,II,,,100.0,,III
3336,3336,3336,PRIMARIA,14DPR4069G,MATUTINO,35,100.0,100.0,SI,SI,NO,NO,28.6,42.9,28.6,,II,45.7,22.9,25.7,5.7,I
3337,3337,3337,PRIMARIA,14DPR4073T,VESPERTINO,25,96.0,96.0,SI,SI,NO,NO,25.0,45.8,29.2,,II,45.8,29.2,12.5,12.5,I
3338,3338,3338,PRIMARIA,14DPR4075R,MATUTINO,28,92.9,92.9,SI,SI,NO,NO,30.8,50.0,19.2,,II,50.0,30.8,19.2,,I
3339,3339,3339,PRIMARIA,14DPR4078O,MATUTINO,35,100.0,94.3,SI,SI,NO,NO,37.1,40.0,17.1,5.7,II,66.7,27.3,6.1,,I
3340,3340,3340,PRIMARIA,14DPR4085Y,VESPERTINO,6,100.0,100.0,SI,SI,NO,NO,33.3,50.0,16.7,,II,50.0,33.3,16.7,,I
3341,3341,3341,PRIMARIA,14DPR4090J,MATUTINO,35,100.0,94.3,SI,SI,NO,NO,31.4,42.9,20.0,5.7,II,63.6,12.1,9.1,15.2,I
3342,3342,3342,PRIMARIA,14DPR4093G,MATUTINO,1,100.0,100.0,SI,SI,NO,NO,,,100.0,,III,,,100.0,,III
3343,3343,3343,PRIMARIA,14DPR4100Z,MATUTINO,35,100.0,97.1,SI,SI,NO,NO,42.9,45.7,11.4,,II,70.6,17.6,11.8,,I
3344,3344,3344,PRIMARIA,14DPR4102Y,MATUTINO,20,65.0,65.0,NO,NO,SI,NO,15.4,46.2,38.5,,II,15.4,38.5,7.7,38.5,II
3345,3345,3345,PRIMARIA,14DPR4104W,MATUTINO,70,100.0,100.0,SI,SI,NO,NO,35.7,42.9,20.0,1.4,II,57.1,21.4,17.1,4.3,I
3346,3346,3346,PRIMARIA,14DPR4107T,MATUTINO,2,50.0,50.0,NO,NO,NO,NO,,100.0,,,II,,,100.0,,III
3347,3347,3347,PRIMARIA,14DPR4117Z,MATUTINO,35,100.0,100.0,SI,SI,NO,NO,31.4,37.1,28.6,2.9,II,45.7,14.3,14.3,25.7,I
3348,3348,3348,PRIMARIA,14DPR4122L,MATUTINO,35,100.0,100.0,SI,SI,NO,NO,28.6,42.9,25.7,2.9,II,48.6,20.0,17.1,14.3,I
3349,3349,3349,PRIMARIA,14DPR4155C,VESPERTINO,10,90.0,90.0,SI,SI,NO,NO,33.3,44.4,22.2,,II,44.4,33.3,22.2,,I
3350,3350,3350,PRIMARIA,14DPR4166I,MATUTINO,35,91.4,85.7,SI,SI,SI,SI,31.3,56.3,12.5,,II,56.7,20.0,23.3,,I
3351,3351,3351,PRIMARIA,14DPR4173S,MATUTINO,21,85.7,90.5,SI,SI,NO,NO,27.8,38.9,22.2,11.1,II,21.1,26.3,36.8,15.8,III
3352,3352,3352,PRIMARIA,14DPR4178N,MATUTINO,35,94.3,88.6,SI,SI,NO,NO,15.2,39.4,27.3,18.2,II,41.9,12.9,22.6,22.6,I
3353,3353,3353,PRIMARIA,14DPR4181A,VESPERTINO,35,100.0,100.0,SI,SI,NO,NO,40.0,51.4,2.9,5.7,II,48.6,22.9,22.9,5.7,I
3354,3354,3354,PRIMARIA,14DPR4191H,VESPERTINO,23,87.0,87.0,SI,SI,NO,NO,35.0,40.0,25.0,,II,35.0,5.0,35.0,25.0,I
3355,3355,3355,PRIMARIA,14DPR4201Y,VESPERTINO,5,20.0,20.0,NO,NO,NO,NO,,100.0,,,II,,100.0,,,II
3356,3356,3356,PRIMARIA,14DPR4202X,VESPERTINO,33,87.9,87.9,SI,SI,NO,NO,34.5,51.7,10.3,3.4,II,51.7,37.9,6.9,3.4,I
